Numeracao_geral	Numeracao_p_analise	Localizacao	ponto	numeracao_animal	tcmax_final	LogCTM	Taxon	Classe	Ordem	Famila	Sub-Familia	Genero	Especie	Sexo	Nofly/Fly	Habitat	Latitude	Longitude	Altitude	Localidade	Temperatura	TempAR	TempSOLO	Peso (g)
3106	5	5.1	12	49	45.50	1.66	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3107	5	5.1	12	50	47.00	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3108	5	5.1	12	51	48.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3109	5	5.1	12	52	49.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3110	5	5.1	12	53	49.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3111	5	5.1	12	54	50.50	1.70	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3112	5	5.1	12	55	51.50	1.71	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3113	5	5.1	12	56	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3114	5	5.1	12	57	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3115	5	5.1	12	58	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3116	5	5.1	12	59	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3117	5	5.1	12	60	41.50	1.62	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3118	5	5.1	12	61	43.00	1.63	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3119	5	5.1	12	62	44.50	1.65	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3120	5	5.1	12	63	44.50	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3121	5	5.1	12	64	48.00	1.68	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3122	5	5.1	12	65	48.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3123	5	5.1	12	66	60.50	1.78	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3124	5	5.1	12	67	48.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3125	5	5.1	12	68	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3126	5	5.1	12	69	51.50	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3127	5	5.1	12	70	54.00	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-23.657	-45.995	848	FazSaoMiguelAngicos		46	31	0.0001
3128	5	5.1	13	71	43.50	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3129	5	5.1	13	72	46.00	1.66	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3130	5	5.1	13	73	48.50	1.69	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3131	5	5.1	13	74	48.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3132	5	5.1	13	75	48.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3133	5	5.1	13	76	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3134	5	5.1	13	77	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3135	5	5.1	13	78	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3136	5	5.1	13	79	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3137	5	5.1	13	80	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3138	5	5.1	13	81	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3139	5	5.1	13	82	46.50	1.67	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3140	5	5.1	13	83	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3141	5	5.1	13	84	51.50	1.71	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3142	5	5.1	13	85	52.00	1.72	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3143	5	5.1	13	86	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3144	5	5.1	13	87	52.50	1.72	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3145	5	5.1	13	88	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3146	5	5.1	13	89	52.00	1.72	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3147	5	5.1	13	90	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3148	5	5.1	13	91	43.00	1.63	Artrhopoda	Chilopoda	Scolopendromorpha	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3149	5	5.1	13	92	43.50	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3150	5	5.1	13	93	46.00	1.66	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3151	5	5.1	13	94	50.50	1.70	Artrhopoda	Insecta	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3152	5	5.1	13	95	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3153	5	5.1	13	96	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3154	5	5.1	13	97	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3155	5	5.1	13	98	54.50	1.74	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3156	5	5.1	13	99	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3157	5	5.1	13	100	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3158	5	5.1	13	101	35.00	1.54	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3160	5	5.1	13	103	43.00	1.63	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3161	5	5.1	13	104	47.00	1.67	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3162	5	5.1	13	105	49.50	1.69	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3163	5	5.1	13	106	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3164	5	5.1	13	107	50.00	1.70	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3165	5	5.1	13	108	51.50	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3166	5	5.1	13	109	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3167	5	5.1	13	110	52.50	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3168	5	5.1	13	111	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3169	5	5.1	13	112	54.00	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3170	5	5.1	13	113	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3171	5	5.1	13	114	55.00	1.74	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.700	-36.515	144	FazSaoMiguelAngicos		35	27	0.0001
3172	5	5.1	14	115	38.00	1.58	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3173	5	5.1	14	116	46.00	1.66	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3174	5	5.1	14	117	46.00	1.66	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3175	5	5.1	14	118	46.50	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3176	5	5.1	14	119	48.00	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3177	5	5.1	14	120	48.50	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3178	5	5.1	14	121	48.50	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3179	5	5.1	14	122	50.50	1.70	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3180	5	5.1	14	123	50.50	1.70	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3181	5	5.1	14	124	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3182	5	5.1	14	125	52.00	1.72	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3183	5	5.1	14	126	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3184	5	5.1	14	127	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3185	5	5.1	14	128	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3186	5	5.1	14	129	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3187	5	5.1	14	130	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3188	5	5.1	14	131	57.50	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3189	5	5.1	14	132	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3190	5	5.1	14	133	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3191	5	5.1	14	134	47.00	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3192	5	5.1	14	135	47.50	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3193	5	5.1	14	136	47.50	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3194	5	5.1	14	137	48.00	1.68	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3195	5	5.1	14	138	49.00	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3196	5	5.1	14	139	50.50	1.70	Artrhopoda	Insecta	Orthoptera 	Gryllidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3197	5	5.1	14	140	51.50	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3198	5	5.1	14	141	52.50	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3199	5	5.1	14	142	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3200	5	5.1	14	143	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3201	5	5.1	14	144	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3202	5	5.1	14	145	46.50	1.67	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3203	5	5.1	14	146	47.00	1.67	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3204	5	5.1	14	147	47.00	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3205	5	5.1	14	148	47.00	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3206	5	5.1	14	149	47.50	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3207	5	5.1	14	150	49.00	1.69	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3208	5	5.1	14	151	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3209	5	5.1	14	152	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3210	5	5.1	14	153	52.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3211	5	5.1	14	154	52.50	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3212	5	5.1	14	155	51.00	1.71	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3213	5	5.1	14	156	55.00	1.74	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3214	5	5.1	14	157	55.00	1.74	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Caatinga	-5.702	-36.516	149	FazSaoMiguelAngicos		31.5	28	0.0001
3215	5	5.1	11	158	38.50	1.59	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3216	5	5.1	11	159	45.50	1.66	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3217	5	5.1	11	160	45.50	1.66	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3218	5	5.1	11	161	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3219	5	5.1	11	162	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3220	5	5.1	11	163	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3221	5	5.1	11	164	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3222	5	5.1	11	165	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3223	5	5.1	11	166	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3224	5	5.1	11	167	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3225	5	5.1	11	168	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3226	5	5.1	11	169	50.50	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3227	5	5.1	11	170	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3228	5	5.1	11	171	51.00	1.71	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3229	5	5.1	11	172	51.00	1.71	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3230	5	5.1	11	173	52.00	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3231	5	5.1	11	174	53.00	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3232	5	5.1	11	175	49.00	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3233	5	5.1	11	176	49.00	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3234	5	5.1	11	177	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3235	5	5.1	11	178	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3236	5	5.1	11	179	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmecinae	Oxyepoecus	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3237	5	5.1	11	180	50.00	1.70	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3238	5	5.1	11	181	51.00	1.71	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3239	5	5.1	11	182	53.00	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3240	5	5.1	11	183	52.50	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3241	5	5.1	11	184	53.00	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3242	5	5.1	11	185	54.00	1.73	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3243	5	5.1	11	186	54.00	1.73	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3244	5	5.1	11	187	54.00	1.73	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3245	5	5.1	11	188	55.00	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3246	5	5.1	11	189	38.50	1.59	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
3247	5	5.1	11	190	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.793	-36.708	89	FazSaoMiguelAngicos		34	28	0.0001
